number,hhid,region,mpi_status,protected_exposure_5km,protected_exposure_10km,protected_exposure_15km,head_sex,head_age,marital_status,hsize,working_rate,distance_from_nearest_city_km,hfi_2016,elevation_km,slope_o,tourism_exposure,pub_lat_mod
218,H0531001,Central,0,0,0,0,0,66,0,4,0,37.86534775,22.60417366,1173.1875,1.928730011,0,0.000976596
219,H0531002,Central,1,0,0,0.000257342,1,50,1,6,0,27.84276196,17.75037193,1189.3125,2.867500782,0,-0.083236545
220,H0540301,Central,0,0.005951173,0.014534106,0.011557705,1,57,1,5,0,17.39719597,22.62923431,1280.9375,5.564639091,0,-0.19768302
221,H0540401,Central,1,0.005951173,0.014534106,0.011557705,1,56,1,5,0,17.39719597,22.62923431,1280.9375,5.564639091,0,-0.19768302
223,H0540601,Central,1,0.005951173,0.014534106,0.011557705,1,42,1,2,1,17.39719597,22.62923431,1280.9375,5.564639091,0,-0.19768302
225,H0540702,Central,0,0.001362763,0.007692164,0.010565178,0,34,0,6,0.333333333,7.185366024,20.44203568,1239.1875,5.121582508,66,-0.27213916
226,H0540901,Central,1,0.005951173,0.014534106,0.011557705,0,30,0,9,0,17.39719597,22.62923431,1280.9375,5.564639091,0,-0.19768302
227,H0541001,Central,1,0.005951173,0.014534106,0.011557705,0,47,1,2,0,17.39719597,22.62923431,1280.9375,5.564639091,0,-0.19768302
228,H0541201,Central,1,0.005951173,0.014534106,0.011557705,0,32,0,5,0,17.39719597,22.62923431,1280.9375,5.564639091,0,-0.19768302
229,H0541202,Central,1,0.005951173,0.014534106,0.011557705,0,59,0,4,0.5,17.39719597,22.62923431,1280.9375,5.564639091,0,-0.19768302
230,H0541203,Western,1,0,0.165924158,0.290609038,1,32,0,6,0,92.8404069,25,1095.75,1.336835861,5,1.9507985
232,H0570101,Central,0,0.067431899,0.076484764,0.068088038,1,48,1,3,1,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
233,H0570201,Central,1,0.067431899,0.076484764,0.068088038,0,39,1,1,0,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
234,H0570202,Central,1,0.067431899,0.076484764,0.068088038,1,50,1,3,1,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
235,H0570301,Central,1,0.067431899,0.076484764,0.068088038,1,78,1,5,0,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
236,H0570302,Central,1,0.067431899,0.076484764,0.068088038,0,43,1,1,1,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
237,H0570401,Central,0,0.067431899,0.076484764,0.068088038,0,51,0,3,1,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
240,H0570601,Central,0,0.067431899,0.076484764,0.068088038,1,31,0,6,0.5,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
241,H0570602,Central,0,0.177367749,0.146970925,0.132185277,0,29,0,4,0,18.13997747,34.28758621,1160.1875,1.783223033,0,0.32366979
242,H0570701,Central,1,0.067431899,0.076484764,0.068088038,1,77,1,11,0,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
243,H0570901,Central,1,0.067431899,0.076484764,0.068088038,1,62,1,2,1,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
244,H0571001,Central,1,0.067431899,0.076484764,0.068088038,0,54,0,11,0,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
245,H0571101,Central,1,0.067431899,0.076484764,0.068088038,1,46,0,5,0,60.1447013,21.08217812,1157.375,1.164384604,2,0.071609862
246,H0571102,Central,0,0,0,0,0,26,0,3,0,61.08307298,16.28408623,1191.875,1.757538795,0,0.21476856
247,H0590101,Central,0,0.086717399,0.097684959,0.116805371,0,35,0,4,0.5,105.6863211,32,1299.125,3.427277565,3,0.55268747
248,H0590301,Central,1,0,0,0.006994191,0,35,0,4,1,90.3118955,21.48869133,1292.5625,3.544834614,0,0.48071983
249,H0590401,Central,0,0.086717399,0.097684959,0.116805371,0,47,0,4,0.5,105.6863211,32,1299.125,3.427277565,3,0.55268747
250,H0590601,Central,0,0,0,0.006994191,0,45,0,9,0,90.3118955,21.48869133,1292.5625,3.544834614,0,0.48071983
251,H0590602,Western,1,0.045600777,0.011400194,0.00543899,0,63,0,11,0,110.4012071,14.8677454,1269.5625,3.954859018,0,0.69565797
252,H0590603,Central,1,0.01390914,0.011400194,0.009765799,0,46,0,8,0,109.8718332,21.95405388,1340.75,3.258089304,0,0.67162681
253,H0590604,Western,1,0.044220756,0.011400194,0.00543899,1,50,1,3,0.5,110.3876073,18.14001274,1304.0625,4.036711693,0,0.68609124
254,H0590901,Central,0,0.024384573,0.051648137,0.043803236,0,45,0,9,0,113.0321497,17.72404671,1321.875,1.792912126,0,0.59959173
256,H0590903,Central,0,0.087957202,0.046180242,0.046645328,0,23,0,3,0,58.99745468,33.44354248,1235.4375,2.34803009,1,0.39697719
257,H0590906,Central,0,0.086717399,0.097684959,0.116805371,0,26,1,1,1,105.6863211,32,1299.125,3.427277565,3,0.55268747
258,H0591001,Central,0,0.086717399,0.097684959,0.116805371,1,61,1,3,0.5,105.6863211,32,1299.125,3.427277565,3,0.55268747
260,H0600101,Central,0,0.046112535,0.041798708,0.0482065,0,38,0,6,0,55.40293988,32.17188644,1268.8125,3.135807991,2,0.39071351
261,H0600501,Central,0,0.046112535,0.041798708,0.0482065,0,50,0,5,0.2,55.40293988,32.17188644,1268.8125,3.135807991,2,0.39071351
262,H0600601,Central,0,0.046112535,0.041798708,0.0482065,0,44,0,5,0.5,55.40293988,32.17188644,1268.8125,3.135807991,2,0.39071351
263,H0600701,Central,0,0.046112535,0.041798708,0.0482065,0,46,0,3,0,55.40293988,32.17188644,1268.8125,3.135807991,2,0.39071351
264,H0600801,Central,0,0.046112535,0.041798708,0.0482065,0,46,0,5,0.333333333,55.40293988,32.17188644,1268.8125,3.135807991,2,0.39071351
265,H0600901,Central,0,0.046112535,0.041798708,0.0482065,0,45,0,9,0.285714286,55.40293988,32.17188644,1268.8125,3.135807991,2,0.39071351
266,H0601001,Central,0,0.046112535,0.041798708,0.0482065,0,42,0,5,0.5,55.40293988,32.17188644,1268.8125,3.135807991,2,0.39071351
268,H0610101,Central,1,0.012838705,0.140326754,0.280232862,0,62,0,5,0,94.27299478,18.01054001,1152.125,2.064838886,0,0.75130618
269,H0610201,Central,0,0,0.046659766,0.055590595,0,51,0,7,0,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
270,H0610301,Central,1,0,0.046659766,0.055590595,1,49,1,4,0,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
271,H0610402,Central,0,0,0.001448524,0.017518152,1,25,1,2,0.5,2.244333403,38.35372543,1208.25,3.422000408,188,0.32007161
272,H0610403,Central,0,0,0,0.002676223,1,39,1,4,0.666666667,7.300804278,44.00042343,1194.9375,2.762179136,36,0.37599328
273,H0610501,Central,0,0,0.046659766,0.055590595,0,45,0,7,0,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
274,H0610502,Central,1,0,0.046659766,0.055590595,1,38,0,8,0,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
275,H0610503,Central,1,0,0.046659766,0.055590595,0,25,0,4,0,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
276,H0610701,Central,1,0,0.046659766,0.055590595,1,26,0,6,0.5,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
277,H0610801,Central,1,0,0.046659766,0.055590595,1,65,1,6,0,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
278,H0610901,Central,1,0,0.046659766,0.055590595,0,59,0,7,0,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
279,H0611001,Central,0,0,0.046659766,0.055590595,0,77,1,7,0,70.59343613,18.161623,1218.3125,3.978306293,0,0.27472311
281,H0620701,Central,1,0,0,0.023570185,0,41,0,6,0,97.08318832,16.11063576,1218.4375,5.546023369,0,0.21303451
282,H0620801,Central,1,0,0,0.023570185,0,34,0,10,0,97.08318832,16.11063576,1218.4375,5.546023369,0,0.21303451
284,H0630101,Central,1,0.058852031,0.089044259,0.123557625,1,42,0,8,0.75,104.7634265,27.50905418,1270.5625,1.870519042,3,0.53796762
285,H0630201,Central,0,0.024384573,0.051648137,0.043803236,0,37,0,1,1,113.0321497,17.72404671,1321.875,1.792912126,0,0.59959173
286,H0630202,Central,1,0.058852031,0.089044259,0.123557625,1,31,0,4,0,104.7634265,27.50905418,1270.5625,1.870519042,3,0.53796762
287,H0630301,Central,1,0.003428717,0.097823855,0.075609792,1,73,1,7,0,99.51931444,18.98376465,1250.25,1.96341455,0,0.41377482
288,H0630302,Central,1,0.019482492,0.04850803,0.054547157,0,59,0,6,0.5,82.93211365,15.81598186,1192.1875,2.23225379,0,0.25971395
289,H0630303,Central,0,0,0,0.001464534,1,29,1,5,1,80.06897742,30.6472683,1174.1875,0.797375679,0,0.38426155
290,H0630501,Central,1,0.058852031,0.089044259,0.123557625,1,51,1,3,0,104.7634265,27.50905418,1270.5625,1.870519042,3,0.53796762
291,H0630601,Central,1,0.058852031,0.089044259,0.123557625,0,34,0,6,0,104.7634265,27.50905418,1270.5625,1.870519042,3,0.53796762
292,H0630701,Central,1,0.058852031,0.089044259,0.123557625,1,33,0,9,0.25,104.7634265,27.50905418,1270.5625,1.870519042,3,0.53796762
293,H0630901,Central,0,0.058852031,0.089044259,0.123557625,1,33,1,5,0.5,104.7634265,27.50905418,1270.5625,1.870519042,3,0.53796762
294,H0631001,Central,0,0.058852031,0.089044259,0.123557625,0,71,0,7,0,104.7634265,27.50905418,1270.5625,1.870519042,3,0.53796762
295,H0631002,Central,1,0.058852031,0.089044259,0.123557625,0,26,0,3,0,104.7634265,27.50905418,1270.5625,1.870519042,3,0.53796762
296,H0631003,Western,0,0.010135908,0.002533977,0.099032686,0,33,0,4,0.5,1.932371228,40.00363922,1511.5625,1.779422641,56,0.65353996
297,H0640101,Central,1,0,0.073303156,0.091374157,0,36,1,1,1,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
298,H0640201,Central,1,0,0.073303156,0.091374157,0,55,0,2,0,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
299,H0640401,Central,1,0,0.073303156,0.091374157,0,38,0,2,1,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
300,H0640501,Central,1,0,0.073303156,0.091374157,0,71,0,5,0.25,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
301,H0640601,Central,1,0,0.073303156,0.091374157,0,32,0,6,0,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
302,H0640801,Central,1,0,0.073303156,0.091374157,1,43,0,4,0,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
303,H0640901,Central,1,0,0.073303156,0.091374157,0,32,0,10,0,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
304,H0641001,Central,1,0,0.073303156,0.091374157,0,50,0,5,0,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
305,H0641002,Central,0,0,0.000249526,0.00865835,0,37,1,5,0.25,3.756426352,38.33427048,1223.9375,4.283600807,143,0.33075041
306,H0641101,Central,1,0,0.073303156,0.091374157,0,47,0,8,0,83.15781713,21.75346375,1206.125,4.617976665,0,0.63070548
307,H0660101,Central,0,0,0.000656299,0.027001594,0,43,0,1,1,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
308,H0660201,Central,0,0.114377872,0.133915887,0.087916813,1,47,1,1,0,90.73755616,22.23049355,1282.25,2.613361359,0,0.58675128
309,H0660401,Central,1,0,0,0.006399729,1,80,1,2,1,38.48041985,19.28861237,1125.375,1.675902367,0,0.54399556
310,H0660501,Central,1,0.114377872,0.133915887,0.087916813,1,53,1,3,1,90.73755616,22.23049355,1282.25,2.613361359,0,0.58675128
311,H0660601,Central,0,0.114377872,0.133915887,0.087916813,0,40,1,1,1,90.73755616,22.23049355,1282.25,2.613361359,0,0.58675128
312,H0660602,Central,1,0.114377872,0.133915887,0.087916813,1,29,1,2,0,90.73755616,22.23049355,1282.25,2.613361359,0,0.58675128
313,H0660701,Central,1,0.114377872,0.133915887,0.087916813,0,94,0,8,0,90.73755616,22.23049355,1282.25,2.613361359,0,0.58675128
314,H0660801,Central,1,0.114377872,0.133915887,0.087916813,1,37,0,12,0,90.73755616,22.23049355,1282.25,2.613361359,0,0.58675128
315,H0660901,Central,0,0.114377872,0.133915887,0.087916813,0,46,0,4,0,90.73755616,22.23049355,1282.25,2.613361359,0,0.58675128
317,H0670201,Central,0,0.046112535,0.041798708,0.0482065,0,33,0,9,0,55.40293988,32.17188644,1268.8125,3.135807991,2,0.39071351
318,H0670301,Central,1,0.030388809,0.037064366,0.037266853,1,56,1,3,0,54.16101049,27.69410133,1253,4.72809267,2,0.40262333
319,H0670401,Central,1,0.030388809,0.037064366,0.037266853,1,47,1,5,0.5,54.16101049,27.69410133,1253,4.72809267,2,0.40262333
320,H0670601,Central,1,0,0.009048396,0.008300556,0,68,0,9,0,84.715701,15.20509338,1251.75,3.20606184,0,0.48019925
321,H0670701,Central,1,0.030388809,0.037064366,0.037266853,0,76,0,4,0,54.16101049,27.69410133,1253,4.72809267,2,0.40262333
322,H0670702,Central,0,0.030388809,0.037064366,0.037266853,0,25,0,3,0,54.16101049,27.69410133,1253,4.72809267,2,0.40262333
324,H0670802,Central,1,0.030388809,0.037064366,0.037266853,0,26,0,4,0,54.16101049,27.69410133,1253,4.72809267,2,0.40262333
325,H0670901,Central,0,0.030388809,0.037064366,0.037266853,1,39,0,3,0,54.16101049,27.69410133,1253,4.72809267,2,0.40262333
327,H0680101,Central,1,0,0,0.006399729,1,35,0,9,1,38.48041985,19.28861237,1125.375,1.675902367,0,0.54399556
328,H0680201,Central,0,0,0,0.000353317,0,30,0,4,0.5,45.89635938,24.92201042,1235.3125,6.436189175,0,0.50233954
329,H0680302,Central,1,0,0,0.006399729,0,24,0,1,0,38.48041985,19.28861237,1125.375,1.675902367,0,0.54399556
330,H0680501,Central,0,0.087957202,0.046180242,0.046645328,1,39,1,1,1,58.99745468,33.44354248,1235.4375,2.34803009,1,0.39697719
331,H0680601,Central,0,0,0,0.006399729,1,51,1,5,0.333333333,38.48041985,19.28861237,1125.375,1.675902367,0,0.54399556
332,H0680701,Central,0,0,0,0.006399729,1,43,1,7,1,38.48041985,19.28861237,1125.375,1.675902367,0,0.54399556
333,H0681001,Central,1,0,0,0.006399729,1,45,0,1,0,38.48041985,19.28861237,1125.375,1.675902367,0,0.54399556
334,H0681002,Central,0,0,0,0.006399729,0,53,0,8,0.25,38.48041985,19.28861237,1125.375,1.675902367,0,0.54399556
335,H0690101,Central,1,0,0.067622574,0.191893675,1,36,1,4,0,31.37305069,40.44049072,1225.6875,4.910459995,1,0.35495532
336,H0690301,Central,1,0,0.067622574,0.191893675,0,45,0,2,0.25,31.37305069,40.44049072,1225.6875,4.910459995,1,0.35495532
338,H0690801,Central,1,0,0.067622574,0.191893675,1,66,1,8,0,31.37305069,40.44049072,1225.6875,4.910459995,1,0.35495532
339,H0690901,Central,1,0,0.067622574,0.191893675,0,57,1,2,0.5,31.37305069,40.44049072,1225.6875,4.910459995,1,0.35495532
340,H0691101,Central,0,0,0.067622574,0.191893675,1,46,1,5,0.666666667,31.37305069,40.44049072,1225.6875,4.910459995,1,0.35495532
341,H0691103,Central,1,0,0.067622574,0.191893675,1,27,0,3,1,31.37305069,40.44049072,1225.6875,4.910459995,1,0.35495532
342,H0691104,Central,0,0,0.067622574,0.191893675,0,19,1,1,1,31.37305069,40.44049072,1225.6875,4.910459995,1,0.35495532
343,H0691401,Central,1,0,0.045229226,0.127464308,1,47,0,5,0,27.71838971,23.07368088,1227.5,3.500017166,0,0.32752514
344,H0700301,Central,0,0.124098893,0.299037392,0.234994179,0,41,0,6,1,7.463659248,29.88072205,1222.375,2.480546474,1,0.41141748
345,H0700701,Central,0,0.124098893,0.299037392,0.234994179,0,58,0,7,0.333333333,7.463659248,29.88072205,1222.375,2.480546474,1,0.41141748
346,H0700702,Central,0,0.044752295,0.076113087,0.051103239,0,27,0,2,0.5,6.911625279,46.11672592,1171.4375,4.469364643,133,0.33132946
347,H0700801,Central,0,0.124098893,0.299037392,0.234994179,1,46,1,4,1,7.463659248,29.88072205,1222.375,2.480546474,1,0.41141748
348,H0700901,Central,0,0.124098893,0.299037392,0.234994179,0,65,0,6,0,7.463659248,29.88072205,1222.375,2.480546474,1,0.41141748
349,H0701001,Central,0,0.124098893,0.299037392,0.234994179,0,54,0,9,0.333333333,7.463659248,29.88072205,1222.375,2.480546474,1,0.41141748
350,H0701002,Central,0,0.124098893,0.299037392,0.234994179,0,28,0,2,0,7.463659248,29.88072205,1222.375,2.480546474,1,0.41141748
351,H0720101,Central,1,0.090240545,0.138505208,0.138814259,0,42,0,9,0,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
352,H0720201,Central,0,0.090240545,0.138505208,0.138814259,0,35,0,2,0,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
353,H0720202,Central,1,0.090240545,0.138505208,0.138814259,1,30,0,5,0,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
354,H0720301,Central,1,0.090240545,0.138505208,0.138814259,0,30,0,8,0.5,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
357,H0720601,Central,1,0.090240545,0.138505208,0.138814259,0,40,0,7,0,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
358,H0720701,Central,1,0.090240545,0.138505208,0.138814259,0,30,0,6,0,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
359,H0720801,Central,1,0.090240545,0.138505208,0.138814259,0,50,0,4,0.333333333,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
360,H0720802,Central,1,0.090240545,0.138505208,0.138814259,1,43,0,9,0.5,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
362,H0721001,Central,1,0.090240545,0.138505208,0.138814259,0,35,0,9,0,7.749795517,24.35865593,1306.9375,3.500768661,0,0.36969095
363,H0730201,Central,1,0.140279155,0.150470622,0.13731066,0,83,0,4,0,6.955965206,24.5897789,1264.75,3.978343487,5,0.37626344
364,H0730301,Central,1,0.140279155,0.150470622,0.13731066,0,33,0,9,0.5,6.955965206,24.5897789,1264.75,3.978343487,5,0.37626344
365,H0730401,Central,1,0.140279155,0.150470622,0.13731066,0,67,0,3,0,6.955965206,24.5897789,1264.75,3.978343487,5,0.37626344
366,H0730402,Central,0,0.033279623,0.143750381,0.246731635,0,22,1,1,1,28.35462307,32.63005066,1190.1875,3.412553072,1,0.36353651
367,H0730601,Central,1,0.140279155,0.150470622,0.13731066,1,54,1,6,0,6.955965206,24.5897789,1264.75,3.978343487,5,0.37626344
369,H0730901,Central,1,0.140279155,0.150470622,0.13731066,0,61,0,4,0.333333333,6.955965206,24.5897789,1264.75,3.978343487,5,0.37626344
370,H0730902,Central,1,0.140279155,0.150470622,0.13731066,1,22,0,3,0,6.955965206,24.5897789,1264.75,3.978343487,5,0.37626344
371,H0730903,Central,0,0,0.026595356,0.046221106,1,24,1,2,1,124.7838808,16.22827339,1259.5,2.069072008,0,0.80011541
372,H0731001,Central,1,0.140279155,0.150470622,0.13731066,0,73,1,25,0.285714286,6.955965206,24.5897789,1264.75,3.978343487,5,0.37626344
374,H0740301,Eastern,1,0.013293976,0.063003574,0.098266326,0,36,0,9,0,78.93788308,8.023430824,1053.0625,0.775531471,0,1.7840133
377,H0740801,Eastern,0,0,0.01213622,0.057647296,1,32,0,4,0,27.33580613,19.35778618,1131.3125,0.676781058,0,0.51555681
378,H0740802,Central,0,0.59914392,0.44439194,0.324867595,0,28,0,4,0,16.58936202,14.68611336,1204.3125,2.521586895,2,0.40743792
379,H0740803,Central,1,0.051347668,0.157280622,0.231471367,1,41,0,5,0.333333333,26.12280094,23.16737556,1239.8125,3.967740297,1,0.3575317
384,H0750101,Central,1,0.012004077,0.11463136,0.109712597,0,32,0,6,0.5,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
385,H0750201,Central,1,0.043582797,0.136158656,0.093118857,0,53,0,11,0,20.92248677,38.39870453,1192.5625,2.420692921,19,0.37261337
386,H0750202,Central,0,0.000886271,0.078158382,0.066850187,0,37,1,1,0,15.55087466,26.47546768,1132.1875,2.604407072,16,0.42972061
387,H0750203,Central,0,0,0.003666633,0.013136024,0,31,0,2,0.5,5.477054021,40.25572205,1167.875,2.049474716,68,0.32207635
388,H0750204,Central,0,0.089474019,0.119530641,0.108062943,0,28,0,3,0,18.48533605,37.04959869,1186.8125,2.458728313,19,0.33607695
389,H0750206,Central,1,0.000886271,0.078158382,0.066850187,1,53,1,8,0,15.55087466,26.47546768,1132.1875,2.604407072,16,0.42972061
390,H0750207,Central,0,0,0.000240297,0.025041039,0,25,0,2,0.5,6.813705771,45.00001144,1187.25,2.425497055,75,0.38443449
391,H0750401,Central,1,0.012004077,0.11463136,0.109712597,1,51,1,4,0,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
392,H0750601,Central,1,0.012004077,0.11463136,0.109712597,1,60,1,3,0,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
393,H0750701,Central,0,0.012004077,0.11463136,0.109712597,1,52,0,4,0,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
394,H0750702,Central,0,0.012004077,0.11463136,0.109712597,0,55,1,1,0,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
395,H0750801,Central,1,0.012004077,0.11463136,0.109712597,0,65,0,5,0,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
396,H0750901,Central,0,0.012004077,0.11463136,0.109712597,0,54,0,4,0.25,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
397,H0750902,Central,1,0.012004077,0.11463136,0.109712597,0,25,0,3,0,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
398,H0750903,Central,1,0.012004077,0.11463136,0.109712597,0,42,0,3,1,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
399,H0750904,Central,0,0.012004077,0.11463136,0.109712597,1,21,0,2,0,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
400,H0750906,Central,1,0.012004077,0.11463136,0.109712597,0,26,1,1,1,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
401,H0751001,Central,1,0.012004077,0.11463136,0.109712597,1,64,1,7,0,28.35034333,23.85425568,1122.8125,1.648627162,2,0.43574235
402,H0810101,Central,0,0.001974039,0.000899737,0.001251789,1,31,0,2,0.5,40.5882073,27.67504692,1188.125,1.723761916,4,-0.63923138
403,H0810201,Central,0,0.001974039,0.000899737,0.001251789,1,50,1,1,0,40.5882073,27.67504692,1188.125,1.723761916,4,-0.63923138
404,H0810202,Central,0,0.001974039,0.000899737,0.001251789,0,29,0,3,0,40.5882073,27.67504692,1188.125,1.723761916,4,-0.63923138
